Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120	Column121	Column122	Column123	Column124	Column125	Column126	Column127	Column128	Column129	Column130	Column131	Column132	Column133	Column134	Column135	Column136	Column137	Column138	Column139	Column140	Column141	Column142	Column143	Column144	Column145	Column146	Column147	Column148	Column149	Column150	Column151	Column152	Column153	Column154	Column155	Column156	Column157	Column158	Column159	Column160	Column161	Column162
14541549@N06	alexandre	15	22	0.681818182	au	1	9	0.111111111	aux	1	4	0.25	avec	1	3	0.333333333	balustre	2	1	2	blanche	1	2	0.5	blason	1	1	1	cartouche	1	2	0.5	certain	1	1	1	chacune	1	1	1	colonne	2	2	1	côté	1	1	1	de	7	134	0.052238806	depui	3	2	1.5	dorée	1	1	1	du	8	27	0.296296296	découverte	1	2	0.5	détail	1	4	0.25	d’un	1	1	1	eiffel	1	15	0.066666667	en	1	26	0.038461538	est	1	9	0.111111111	extrémité	1	1	1	grand	1	15	0.066666667	identique	1	2	0.5	iii	15	25	0.6	impressionnant	1	1	1	impérial	1	1	1	invalide	4	11	0.363636364	la	4	73	0.054794521	lampadaire	2	2	1	le	8	24	0.333333333	long	1	34	0.029411765	milieu	1	2	0.5	nombre	1	3	0.333333333	nord	1	4	0.25	nuit	2	5	0.4	palai	3	8	0.375	pari	4	49	0.081632653	passant	1	1	1	petit
14605534@N03	112.7	1	1	1	22	10	18	0.555555556	4th	10	6	1.666666667	6	10	34	0.294117647	62	10	2	5	68	10	3	3.333333333	amien	60	20	3	amienscathedral	15	1	15	apostle	1	5	0.2	brought	10	7	1.428571429	cathedral	60	85	0.705882353	cathédralenotredamedamien	15	2	7.5	central	10	30	0.333333333	century	10	36	0.277777778	christ	10	23	0.434782609	christianity	10	6	1.666666667	church	40	39	1.025641026	crossing	1	9	0.111111111	dame	10	10	1	de	10	134	0.074626866	doorway	10	18	0.555555556	equal	10	2	5	facade	10	22	0.454545455	france	50	60	0.833333333	frimin	10	1	10	gothic	40	26	1.538461538	height	20	10	2	high	10	38	0.263157895	higher	10	5	2	href	15	119	0.12605042	http:www.european	15	2	7.5	huge	10	11	0.909090909	judgment	10	2	5	king	10	20	0.5	largest	25	25	1	left	10	38	0.263157895	life	10	19	0.526315789	magnificent	10	5	2	mary	10	13	0.769230769	mother	10	8	1.25	nave
14646075@N03	07_01k.jpg	2	1	2	120	4	2	2	150	6	5	1.2	1770	6	1	6	18	5	23	0.217391304	1855	3	6	0.5	18551970	3	1	3	1860	3	7	0.428571429	1861	3	5	0.6	18741876	3	1	3	18jahrhundert	1	1	1	18jhdt	1	1	1	19511973	3	1	3	1956	3	3	1	1970er	4	1	4	1988	3	4	0.75	1992	3	3	1	1993	4	2	2	1997	3	5	0.6	2005	9	11	0.818181818	2009	8	29	0.275862069	21	4	18	0.222222222	21.05.2009	2	1	2	21jahrhundert	1	1	1	21jhdt	1	1	1	27	3	15	0.2	3	2	59	0.033898305	_eichstät	1	1	1	_eichstätt_exemplar.jpg	1	1	1	ab	6	1	6	abdruck	3	1	3	achter	3	1	3	al	3	12	0.25	alle	6	1	6	allemagne	1	3	0.333333333	alte	18	23	0.782608696	alten	3	3	1	altepinakothek	8	1	8	altmuhl	1	1	1	altmühl	3	1	3	altmühltal
14866439@N00	cathedral	15	85	0.176470588	cologne	30	20	1.5	colognecathedral	15	11	1.363636364	köln	15	13	1.153846154	tower	5	103	0.048543689																																																																																																																																													
14878709@N00	aisle	1	5	0.2	amien	30	20	1.5	carving	1	14	0.071428571	cathedral	15	85	0.176470588	central	1	30	0.033333333	door	1	32	0.03125	east	2	38	0.052631579	glass	1	36	0.027777778	labyrinth	1	4	0.25	nave	3	10	0.3	polychrome	1	3	0.333333333	portal	3	17	0.176470588	sebastian	1	2	0.5	south	4	53	0.075471698	st	1	35	0.028571429	stained	1	21	0.047619048	stone	1	38	0.026315789	trefoil	1	2	0.5	tympanum	1	8	0.125	view	1	117	0.008547009	west	1	43	0.023255814	window	1	49	0.020408163																																																																									
14966804@N03	acropoli	1	21	0.047619048	allowed	1	3	0.333333333	architect	1	23	0.043478261	architectural	1	11	0.090909091	athen	2	22	0.090909091	baroque	1	4	0.25	based	1	7	0.142857143	berlin	26	65	0.4	berlin'	1	4	0.25	brandenburg	22	23	0.956521739	brandenburggate	2	16	0.125	building	1	73	0.01369863	capital	1	20	0.05	chariot	3	5	0.6	citizen	1	3	0.333333333	classicism	1	1	1	column	6	30	0.2	consist	1	7	0.142857143	consistent	1	1	1	design	1	28	0.035714286	doric	1	2	0.5	drawn	1	3	0.333333333	driven	1	1	1	dusk	1	6	0.166666667	forming	1	3	0.333333333	gate	25	38	0.657894737	gate'	1	1	1	gateway	1	3	0.333333333	germany	13	56	0.232142857	goddess	1	7	0.142857143	gottfried	1	4	0.25	gotthard	1	2	0.5	greece	1	21	0.047619048	history	1	24	0.041666667	horse	1	11	0.090909091	interior	1	26	0.038461538	johann	1	7	0.142857143	karl	1	9	0.111111111	landmark	2	18	0.111111111	langhan	1	2	0.5	light
15181848@N02	"120,000"	3	1	3	13th	1	8	0.125	16	6	21	0.285714286	176	3	1	3	1861	3	5	0.6	1872	3	3	1	1875	3	5	0.6	1885	3	2	1.5	1925	3	2	1.5	1930	4	3	1.333333333	1934	3	2	1.5	3view	1	1	1	9.2	3	1	3	access	4	12	0.333333333	adorned	6	3	2	agne	4	2	2	aisle	1	5	0.2	albert	23	22	1.045454545	albert'	1	2	0.5	albertmemorial	14	15	0.933333333	allesley	4	1	4	amien	30	20	1.5	angel	26	27	0.962962963	ansley	12	1	12	antonygormley	11	6	1.833333333	apsleyhouse	12	1	12	arch	6	24	0.25	architect	6	23	0.260869565	artillery	12	3	4	band	4	9	0.444444444	baptist	1	4	0.25	bbc	3	4	0.75	beloved	3	4	0.75	bl	3	1	3	british	3	8	0.375	bronze	9	13	0.692307692	canopy	3	6	0.5	casualty	3	1	3	cathedral	23	85	0.270588235	ceremonially	3	2	1.5	charle
15394372@N00	ackbar	2	1	2	acted	1	1	1	agra	32	20	1.6	agrafort	15	15	1	architecture	1	70	0.014285714	belong	1	3	0.333333333	best	1	24	0.041666667	building	1	73	0.01369863	capital	1	20	0.05	captive	1	2	0.5	carved	1	12	0.083333333	complexe	1	1	1	culturalreligious	1	1	1	death	1	11	0.090909091	defensive	1	4	0.25	delicately	1	2	0.5	design	3	28	0.107142857	designed	1	23	0.043478261	detailed	1	6	0.166666667	emperor	2	12	0.166666667	evidenced	1	1	1	favorite	1	9	0.111111111	fort	18	33	0.545454545	great	1	34	0.029411765	hall	1	38	0.026315789	hangin	2	1	2	hard	1	10	0.1	height	1	10	0.1	held	1	15	0.066666667	india	15	19	0.789473684	inner	1	11	0.090909091	jahan	1	3	0.333333333	jahan'	3	1	3	light	2	50	0.04	mahal	1	7	0.142857143	major	1	16	0.0625	marble	3	26	0.115384615	meeting	1	8	0.125	monkey	1	3	0.333333333	motif	1	3	0.333333333	mughal
15853267@N00	abadiadewestminster	15	1	15	ben	15	22	0.681818182	big	15	32	0.46875	bigben	15	17	0.882352941	borough	30	3	10	camaradeloscomune	15	1	15	camaradeloslore	15	1	15	cityofwestminster	15	2	7.5	fujifilmxpro1	15	1	15	inglaterra	15	3	5	london	30	38	0.789473684	londre	15	4	3.75	metropolitan	15	5	3	metropolitanboroughofwestminster	15	1	15	palaciodewestminster	15	1	15	parlament	15	3	5	parlamentobritanico	15	1	15	parliament	15	15	1	reinounido	15	2	7.5	royalcourtsofjustice	15	1	15	thehousesofparliament	15	1	15	theparliament	15	1	15	uk	15	22	0.681818182	unitedkiingdom	15	1	15	westminster	30	16	1.875	westminsterabbey	15	6	2.5	whitehall	15	8	1.875																																																					
16105436@N00	ago	1	8	0.125	animal	1	21	0.047619048	antelope	1	1	1	ass	1	1	1	atrium	1	3	0.333333333	banister	1	1	1	berlin	15	65	0.230769231	bullet	1	3	0.333333333	carving	1	14	0.071428571	coffin	1	4	0.25	computer	1	1	1	concrete	1	9	0.111111111	cool	1	11	0.090909091	depicted	1	2	0.5	detail	1	47	0.021276596	display	1	9	0.111111111	egyptian	1	9	0.111111111	familar	1	1	1	great	1	34	0.029411765	head	1	29	0.034482759	hole	1	9	0.111111111	img_0844	1	1	1	img_0846	1	1	1	img_0851	1	1	1	img_0853	1	1	1	img_0861	1	1	1	img_0865	2	1	2	img_0866	1	1	1	img_0867	1	1	1	img_0868	2	1	2	img_0870	1	1	1	img_0875	1	1	1	img_0878	1	1	1	it'	1	31	0.032258065	jpg	12	10	1.2	kai	1	1	1	love	1	21	0.047619048	marble	2	26	0.076923077	millennia	1	1	1	museum	3	67	0.044776119	neue
16268809@N04	1	2	53	0.037735849	15	1	23	0.043478261	17	1	28	0.035714286	18	16	23	0.695652174	19	1	13	0.076923077	1909	1	2	0.5	2	1	66	0.015151515	20	1	17	0.058823529	2007	15	28	0.535714286	21	1	18	0.055555556	22	1	18	0.055555556	24	16	17	0.941176471	3	1	59	0.016949153	4	1	43	0.023255814	5	1	41	0.024390244	6	1	34	0.029411765	7	1	22	0.045454545	access	1	12	0.083333333	area	1	38	0.026315789	arena	1	6	0.166666667	azure	3	1	3	background	1	24	0.041666667	beam	3	3	1	bit	6	13	0.461538462	blue	5	28	0.178571429	bluff	2	2	1	bragg	1	1	1	broken	1	2	0.5	building	6	73	0.082191781	cabrillo	18	20	0.9	cabrillo01	1	1	1	cabrillo02	1	1	1	cabrillo03	1	1	1	cabrillo04	1	1	1	cabrillo05	1	1	1	cabrillo06	1	1	1	cabrillo07	1	1	1	cabrillo15	1	1	1	cabrillo17	1	1	1	cabrillo18	1	1	1	cabrillo19
16409072@N08	addormentata	1	1	1	ara	10	14	0.714285714	arapaci	15	14	1.071428571	architettura	8	5	1.6	bella	1	1	1	estyerno	1	1	1	fecit	1	1	1	gente	7	3	2.333333333	innamorati	2	1	2	italia	7	15	0.466666667	paci	10	16	0.625	people	7	51	0.137254902	photobyaureliocandido	8	1	8	richardmeier	8	5	1.6	roma	15	22	0.681818182	romanum	1	1	1	siesta	1	1	1																																																																																													
16447732@N00	alexandre	15	22	0.681818182	alexandreiii	5	3	1.666666667	grand	1	15	0.066666667	grandpalai	1	4	0.25	iii	15	25	0.6	invalide	6	11	0.545454545	palai	1	8	0.125	pari	15	49	0.306122449	pont	15	21	0.714285714	pontalexandreiii	15	14	1.071428571																																																																																																																									
16883283@N02	chichen	30	17	1.764705882	chichenitzamexico	15	1	15	chichén	15	7	2.142857143	chichénitzá	15	5	3	img_4818	1	1	1	img_4837	1	1	1	img_4840	1	1	1	img_4851	1	1	1	img_4882	1	1	1	img_4883	1	1	1	img_4893	1	1	1	img_4925	1	1	1	img_4926	1	1	1	img_4961	1	1	1	img_4985	1	1	1	img_5005	1	1	1	img_5036	1	1	1	img_5039	1	1	1	img_5040	1	1	1	itza	30	17	1.764705882	itzá	15	7	2.142857143	mexico	15	31	0.483870968	pyramid	15	16	0.9375																																																																					
16918182@N03	18	13	23	0.565217391	2012	13	21	0.619047619	board	13	4	3.25	brazil	15	17	0.882352941	christ	2	23	0.086956522	christtheredeemer	13	13	1	christtheredeemerstatue	2	1	2	de	1	134	0.007462687	february	13	9	1.444444444	icon	1	8	0.125	janerio	1	1	1	princess	13	2	6.5	redeemer	2	16	0.125	rio	15	19	0.789473684	riodejaneiro	13	15	0.866666667	riodejanerio	2	1	2	sailing	13	5	2.6	southamerica	2	10	0.2	southamericacruisestarprincesssunset	13	1	13	star	13	11	1.181818182	sugarloaf	13	5	2.6	sunset	13	20	0.65																																																																									
17277074@N00	animal	1	21	0.047619048	billiard	1	3	0.333333333	california	15	30	0.5	californiavacation2008	15	1	15	cared	1	1	1	castle	15	42	0.357142857	court	1	13	0.076923077	dining	2	3	0.666666667	door	1	32	0.03125	flower	1	18	0.055555556	front	1	52	0.019230769	grabbing	1	1	1	great	1	34	0.029411765	guest	1	6	0.166666667	guide	1	10	0.1	hearst	16	20	0.8	hearstcastle	15	19	0.789473684	house	1	52	0.019230769	involved	1	2	0.5	koi	1	2	0.5	lesson	1	1	1	neptune	2	4	0.5	owl	2	2	1	palm	1	4	0.25	pool	3	15	0.2	pulled	1	3	0.333333333	randolph	1	3	0.333333333	rifle	1	2	0.5	roman	1	34	0.029411765	room	3	31	0.096774194	sansimeon	15	9	1.666666667	shot	1	32	0.03125	son	1	16	0.0625	story	1	10	0.1	stuffed	2	1	2	tapestry	1	2	0.5	teenage	1	1	1	tenni	1	3	0.333333333	told	1	2	0.5	tour	1	29	0.034482759	tower
17374073@N00	angel	17	27	0.62962963	angelofthenorth	15	13	1.153846154	bright	1	8	0.125	curve	1	3	0.333333333	dark	1	11	0.090909091	day	1	51	0.019607843	fiddle	1	2	0.5	gateshead	15	14	1.071428571	geo:lat54914143991165254	1	1	1	geo:lon15898418426513672	1	1	1	geo:toolblockrockercom	1	1	1	geolat54914100822352005	14	1	14	geolon15894341468811035	14	1	14	geotagged	15	21	0.714285714	geotoolblockrockercom	1	1	1	gormley	1	4	0.25	graffiti	1	5	0.2	hmmmm	1	1	1	lightroom	2	4	0.5	north	15	64	0.234375	picture	1	37	0.027027027	quick	1	4	0.25	rest	1	12	0.083333333	sky	1	28	0.035714286	thingy	1	1	1																																																													
17547639@N00	cannon	1	13	0.076923077	castillo	15	26	0.576923077	castillodesanmarco	10	18	0.555555556	de	15	134	0.111940299	marco	15	21	0.714285714	matanzasbay	10	2	5	nationalmonument	10	6	1.666666667	nationsoldestcity	15	1	15	oldestmasonryfort	15	1	15	saintaugustine	15	5	3	san	15	62	0.241935484	sign	1	23	0.043478261	surrounding	5	14	0.357142857	usaoldestcity	15	1	15																																																																																																									
17593639@N08	area	1	38	0.026315789	basilica	1	4	0.25	basilicadimassenzio	1	1	1	cloud	1	22	0.045454545	colosseum	32	20	1.6	covered	1	9	0.111111111	di	1	2	0.5	digital	10	12	0.833333333	digitalphoto	10	1	10	film	5	9	0.555555556	filmphoto	5	1	5	floor	1	21	0.047619048	going	1	18	0.055555556	hall	1	38	0.026315789	heyday	1	2	0.5	inside	1	55	0.018181818	italia	15	15	1	italy	15	31	0.483870968	laura	7	1	7	lazio	15	4	3.75	level	1	19	0.052631579	lot	1	20	0.05	lower	1	12	0.083333333	massenzio	1	1	1	photo	8	68	0.117647059	phototakenbyother	7	1	7	roma	15	22	0.681818182	rome	15	40	0.375	ruin	14	48	0.291666667	seat	1	11	0.090909091	shadow	1	15	0.066666667	side	1	56	0.017857143	sky	1	28	0.035714286	staircase	1	6	0.166666667																									
17673967@N00	2008	1	23	0.043478261	80	3	17	0.176470588	85	1	4	0.25	9c	2	1	2	a6	1	1	1	ac	1	2	0.5	acropoli	28	21	1.333333333	af	1	3	0.333333333	akropoli	1	4	0.25	alive	1	1	1	ancient	3	37	0.081081081	athen	31	22	1.409090909	b5	2	1	2	b7	2	1	2	b9	1	1	1	bb	1	2	0.5	bc	2	8	0.25	bd	2	2	1	bench	2	4	0.5	bf	2	1	2	bf_	1	1	1	blue	1	28	0.035714286	blurry	1	2	0.5	camera	1	26	0.038461538	ce	19	6	3.166666667	cf	4	1	4	church	1	39	0.025641026	churxch	1	1	1	city	1	67	0.014925373	cityscape	2	5	0.4	cobblestone	3	2	1.5	crown	1	9	0.111111111	cycling	2	3	0.666666667	day	12	51	0.235294118	el.wikipedia.orgwiki	1	1	1	filopappou	1	1	1	filopappouhill	1	1	1	flower	8	18	0.444444444	good	1	18	0.055555556	grass	3	10	0.3	greece
17997014@N00	15	2	23	0.086956522	1849	13	4	3.25	1989	13	3	4.333333333	4	15	43	0.348837209	advent	2	2	1	antiquity	13	5	2.6	architect	13	23	0.565217391	arranged	2	3	0.666666667	arrived	4	5	0.8	artefact	13	2	6.5	august	13	13	1	berlin	30	65	0.461538462	brauhaus	8	1	8	breakfast	2	4	0.5	brunch	4	2	2	building	54	73	0.739726027	car	2	16	0.125	chatting	4	1	4	check	2	9	0.222222222	chipperfield	26	5	5.2	christian	3	13	0.230769231	classical	13	12	1.083333333	coat	13	4	3.25	collection	39	20	1.95	concrete	13	9	1.444444444	cosy	2	1	2	couchsurfer	4	1	4	couchsurfing	2	1	2	cover	13	9	1.444444444	cs	2	1	2	csmeeting	2	1	2	damaged	13	5	2.6	danny	4	1	4	date	13	12	1.083333333	david	13	8	1.625	davidchipperfield	13	5	2.6	day	17	51	0.333333333	depth	13	1	13	design	26	28	0.928571429	drawing	2	2	1	early
18090920@N07	colosseum	45	20	2.25																																																																																																																																																													
18123966@N00	117.23894566297531	1	1	1	amp	1	29	0.034482759	big	1	32	0.03125	cabrillo	18	20	0.9	cliff	2	14	0.142857143	diego	1	10	0.1	explorer	1	8	0.125	geolat32673919	1	1	1	geolon117238946	1	1	1	geotagged	1	21	0.047619048	hike	1	4	0.25	hiker	1	3	0.333333333	hiking	1	4	0.25	href	2	119	0.016806723	http:maps.google.com	1	2	0.5	http:www.flickr.comgroupsgeotaggingdiscuss72157594165549916	1	3	0.333333333	light	1	50	0.02	lighthouse	4	10	0.4	monument	1	63	0.015873016	national	1	47	0.021276596	necc	15	1	15	necc2006	15	1	15	ocean	7	6	1.166666667	pacific	5	6	0.833333333	picture	1	37	0.027027027	q32.67391861287304	1	1	1	rock	1	18	0.055555556	san	1	62	0.016129032	sandiego	15	11	1.363636364	spy	1	1	1	stair	2	22	0.090909091																																					
18412989@N00	2011	7	23	0.304347826	canada	15	16	0.9375	city	2	67	0.029850746	cn	15	20	0.75	cntower	15	19	0.789473684	inside	1	55	0.018181818	night	7	41	0.170731707	nightshot	3	5	0.6	noflash	3	1	3	ontario	15	11	1.363636364	skyline	9	12	0.75	spring	2	9	0.222222222	summer	7	17	0.411764706	toronto	15	20	0.75	tower	15	103	0.145631068																																																																																																					
18548283@N00	1499	1	1	1	1543	1	1	1	3	1	59	0.016949153	abigfave	1	6	0.166666667	america	1	12	0.083333333	beach	18	16	1.125	cabrilho	1	1	1	cabrillo	33	20	1.65	cactus	1	4	0.25	california	11	30	0.366666667	californiastatepark	9	2	4.5	city	1	67	0.014925373	cliff	1	14	0.071428571	coast	2	13	0.153846154	conquistador	1	2	0.5	coronado	9	1	9	day	1	51	0.019607843	diego	15	10	1.5	european	1	11	0.090909091	exploration	1	3	0.333333333	explorer	2	8	0.25	format	1	2	0.5	geo:lat326367180666667	1	1	1	geo:lat326367276666667	1	1	1	geo:lat326367281333333	1	1	1	geo:lat326367293666665	1	1	1	geo:lat326367405999999	2	1	2	geo:lat326367606000002	1	1	1	geo:lat326367620666667	1	1	1	geo:lat326367642	1	1	1	geo:lon117143761	2	1	2	geo:lon117143768	2	1	2	geo:lon117143768266667	1	1	1	geo:lon117143771	1	1	1	geo:lon117143772	1	1	1	geo:lon117143776266667	1	1	1	geo:lon117143784	1	1	1	geolocated	1	1	1	geotagged	10	21	0.476190476	helped	1	7	0.142857143	honoring
18576174@N07	alemania	15	6	2.5	berlin	30	65	0.461538462	catedral	30	5	6	cathedral	15	85	0.176470588	coffin	1	4	0.25	der	15	19	0.789473684	deutschland	15	25	0.6	dom	30	24	1.25	germany	15	56	0.267857143	golden	1	11	0.090909091	la	15	73	0.205479452																																																																																																																					
19883947@N00	1981	1	4	0.25	20060909	14	1	14	80	15	17	0.882352941	amien	59	20	2.95	amp	2	29	0.068965517	arch	1	24	0.041666667	black	1	23	0.043478261	blackandwhite	1	4	0.25	bw	1	12	0.083333333	cathedral	42	85	0.494117647	cathédrale	13	10	1.3	cid31	1	1	1	damien	13	2	6.5	detail	1	47	0.021276596	europe	1	43	0.023255814	france	29	60	0.483333333	garden	2	44	0.045454545	geolat49894800	1	1	1	geotagged	1	21	0.047619048	geotoolgmif	1	1	1	heritage	30	19	1.578947368	href	17	119	0.142857143	http:en.wikipedia.orgwikiamiens_cathedral	1	3	0.333333333	http:maps.yuan.cc	1	1	1	http:whc.unesco.orgenlist162	14	2	7	http:whc.unesco.orgpg.cfm	1	1	1	id_site162	1	1	1	la	13	73	0.178082192	lacathédralenotredamedamien	13	1	13	leiwakabessy	15	1	15	len	1	11	0.090909091	list	14	9	1.555555556	listed	1	5	0.2	maps.yuan.cc	1	1	1	nofollow	17	83	0.204819277	notredame	13	4	3.25	photo	1	68	0.014705882	photoshop	1	6	0.166666667	picardie	29	5	5.8	ps	1	3	0.333333333	quad
19953384@N00	1542	1	4	0.25	2	1	66	0.015151515	animalwallpaper	1	1	1	ascent	1	2	0.5	background	1	24	0.041666667	bay	2	13	0.153846154	beautiful	1	23	0.043478261	cabrillo	17	20	0.85	cabrillomonument	9	1	9	cabrillomonumentstair	2	1	2	cabrillonationalmonument	9	8	1.125	california	2	30	0.066666667	check	2	9	0.222222222	coast	2	13	0.153846154	commemorate	1	8	0.125	cool	1	11	0.090909091	cool2	1	1	1	cool3	1	1	1	cool4	1	1	1	cool5	1	1	1	cool6	1	1	1	cool7	1	1	1	cool8	1	1	1	cool9	1	1	1	dare	1	1	1	desktopwallpaper	2	1	2	diego	4	10	0.4	docked	1	1	1	downtown	1	21	0.047619048	entered	1	4	0.25	european	1	11	0.090909091	expedition	1	4	0.25	explore	1	8	0.125	eye	2	20	0.1	eyeofcarbillo	1	1	1	eyeofsandiego	1	1	1	faded	1	1	1	fortrosecranscemetery	5	1	5	full	2	16	0.125	going	1	18	0.055555556	grave
20119750@N00	1322	1	1	1	157	1	2	0.5	1825	1	2	0.5	1848	1	2	0.5	19th	1	9	0.111111111	2012	12	21	0.571428571	322	1	2	0.5	5	1	41	0.024390244	509	1	3	0.333333333	58	1	4	0.25	656	1	1	1	727	1	2	0.5	800	1	4	0.25	98	1	2	0.5	aka	1	5	0.2	altar	2	19	0.105263158	animal	1	21	0.047619048	apostle	2	5	0.4	approached	1	3	0.333333333	archive	2	3	0.666666667	ardenne	1	1	1	attached	1	2	0.5	badge	1	2	0.5	bavaria	1	3	0.333333333	black	1	23	0.043478261	bob	1	5	0.2	born	1	4	0.25	bridge	1	34	0.029411765	building	1	73	0.01369863	burgmauer	1	1	1	cathedral	12	85	0.141176471	cathedral'	5	1	5	center	1	40	0.025	centerpiece	1	2	0.5	century	1	36	0.027777778	character	1	2	0.5	child	1	5	0.2	chubertciencia	1	1	1	circular	1	5	0.2	climbed	1	2	0.5	cloud
20741443@N00	2007	1	28	0.035714286	2007canadianinternationalautoshow	1	1	1	852	1	1	1	852pm	1	1	1	amsterdam	1	2	0.5	amsterdambrewery	1	1	1	architecture	1	70	0.014285714	automobile	1	2	0.5	autoshow	1	1	1	backlit	1	1	1	bare	1	3	0.333333333	bicycle	1	5	0.2	bluehour	3	1	3	blur	2	1	2	bobber	1	1	1	brewery	1	1	1	building	1	73	0.01369863	bw	2	12	0.166666667	canada	14	16	0.875	canadian	1	4	0.25	canadianinternationalautoshow	1	1	1	canadiannationalexhibition	1	1	1	canoe	1	1	1	canoelanding	1	1	1	car	1	16	0.0625	centre	2	28	0.071428571	cloud	3	22	0.136363636	cn	9	20	0.45	cne	3	1	3	cntower	15	19	0.789473684	convention	2	1	2	coupland	1	1	1	dexia	1	1	1	dougla	1	2	0.5	douglascoupland	1	1	1	dsc00785editbw	1	1	1	dsc0587shiftnedit	1	1	1	dsc0953edit	1	1	1	dsc10792edit	1	1	1	dsc35144edit	1	1	1	dsc37205editbw
20792787@N00	albertwolff	2	1	2	alte	15	23	0.652173913	altesmuseum	14	13	1.076923077	architecture	3	70	0.042857143	architectuur	1	1	1	architektonik	1	1	1	architektur	3	13	0.230769231	architektura	3	1	3	architektúra	1	1	1	architektūra	1	1	1	architettura	3	5	0.6	arhitectura	1	1	1	arhitektura	1	1	1	arhitektuur	1	1	1	arhitektūra	1	1	1	arkitektur	1	2	0.5	arkitektúr	1	1	1	arkkitehtuuri	1	1	1	arquitectura	3	5	0.6	arquitetura	1	1	1	art	15	48	0.3125	arte	15	6	2.5	august2005	15	1	15	ausstellung	15	3	5	baustil	1	2	0.5	berlin	30	65	0.461538462	bouwkunde	1	1	1	bouwstijl	1	1	1	deutschland	15	25	0.6	escultura	10	3	3.333333333	exhibition	15	14	1.071428571	exposición	15	1	15	exposition	15	6	2.5	exposição	15	1	15	germany	15	56	0.267857143	konicaminoltaz3	11	1	11	kunst	15	4	3.75	mimari	1	1	1	museu	15	3	5	museum	30	67	0.447761194	musée
20984626@N00	anasaziruin	15	1	15	ancientpuebloan	15	1	15	aztecruinsnationalmonument	15	4	3.75	memo0004	1	1	1	memo0005	1	1	1	memo0011	1	1	1	newmexico	15	10	1.5	p1050249	1	1	1	p1050254	1	1	1	p1050258	1	1	1	p1050268	1	1	1	p1050269	1	1	1	p1050272	1	1	1	p1050279	1	1	1	p1050300	1	1	1	p1050315	1	1	1	p1050324	1	1	1	p1050327	1	1	1	p1050332	1	1	1																																																																																					
21021733@N00	2	1	66	0.015151515	3	1	59	0.016949153	5	1	41	0.024390244	6	1	34	0.029411765	8	1	23	0.043478261	amp	3	29	0.103448276	ann	1	3	0.333333333	asked	1	3	0.333333333	bank	1	11	0.090909091	ben	29	22	1.318181818	big	30	32	0.9375	bigben	15	17	0.882352941	bigpinkcookie	1	1	1	building	1	73	0.01369863	bus	2	14	0.142857143	buse	2	5	0.4	city	1	67	0.014925373	cloud	2	22	0.090909091	coming	1	10	0.1	dave	1	3	0.333333333	england	15	23	0.652173913	eye	1	20	0.05	flight	1	4	0.25	floodlight	1	1	1	honeymoon	15	3	5	houseofparliament	1	1	1	hundred	1	4	0.25	illuminated	1	6	0.166666667	light	1	50	0.02	london	16	38	0.421052632	londoneye	6	8	0.75	looked	1	11	0.090909091	love	2	21	0.095238095	mark	1	13	0.076923077	mike	2	4	0.5	movie	1	3	0.333333333	night	3	41	0.073170732	occassion	1	1	1	orient	1	1	1	parliament	13	15	0.866666667	part
21077319@N02	anenome	1	1	1	barnacle	2	1	2	beach	17	16	1.0625	bottom	1	8	0.125	bunch	1	2	0.5	cabrillo	16	20	0.8	conch	2	1	2	kelly	5	2	2.5	leg	1	5	0.2	lyle	5	1	5	nubby	1	1	1	pool	1	15	0.066666667	rock	1	18	0.055555556	sea	1	19	0.052631579	starfish	1	2	0.5	tide	1	2	0.5																																																																																																	
